1,58,5,1
2,65,1,1
3,58,3,2
4,63,3,2
5,18,10,2
6,1,1,3
7,77,2,3
8,3,4,3
9,46,8,3
10,58,5,4
11,1,1,5
12,90,8,5
13,27,1,5
14,40,3,5
15,99,9,5
16,60,10,6
17,62,3,6
18,17,8,6
19,86,10,7
20,63,9,7
21,74,1,7
22,24,3,7
23,43,8,8
24,33,2,9
25,76,7,10
26,70,6,10
27,55,8,10
28,34,1,11
29,48,4,11
30,18,2,11
31,5,6,11
32,96,6,12
33,8,9,12
34,79,5,12
35,66,7,13
36,27,1,13
37,100,10,13
38,75,3,13
39,14,3,14
40,45,5,14
41,80,1,14
42,31,8,14
43,89,1,15
44,1,6,15
45,52,8,15
46,11,8,15
47,58,6,15
48,83,2,16
49,61,3,16
50,11,6,16
51,59,3,17
52,75,10,17
53,62,2,17
54,34,9,18
55,5,10,18
56,8,8,19
57,49,10,19
58,56,1,19
59,84,4,20
60,52,8,20
61,3,7,20
62,39,5,21
63,60,7,21
64,40,1,22
65,87,5,22
66,7,6,22
67,50,8,23
68,5,4,23
69,42,6,23
70,61,1,24
71,67,9,24
72,69,4,24
73,27,10,25
74,31,5,25
75,93,9,26
76,27,8,27
77,17,9,28
78,81,4,28
79,45,7,29
80,51,4,30
81,33,3,30
82,4,8,30
83,65,6,30
84,62,8,30
85,80,6,31
86,35,6,31
87,80,7,32
88,48,2,32
89,26,10,33
90,34,7,34
91,58,8,34
92,9,7,34
93,93,8,34
94,38,7,35
95,51,4,36
96,72,5,37
97,31,7,37
98,22,3,37
99,61,1,37
100,98,5,38
101,63,2,38
102,27,9,38
103,26,10,38
104,93,6,38
105,32,1,39
106,3,8,40
107,58,10,40
108,25,5,40
109,77,5,41
110,66,4,42
111,70,2,42
112,54,7,42
113,83,8,43
114,40,4,43
115,90,7,43
116,17,3,43
117,48,5,43
118,89,5,44
119,5,9,44
120,19,1,45
121,2,7,45
122,73,10,45
123,36,10,46
124,35,10,46
125,2,6,46
126,51,1,46
127,28,10,47
128,63,7,48
129,4,6,49
130,42,5,49
131,31,7,49
132,47,2,49
133,92,10,50
134,11,9,51
135,42,3,51
136,50,9,52
137,20,2,52
138,35,10,52
139,30,2,52
140,73,1,52
141,32,3,53
142,46,2,53
143,98,3,53
144,55,7,53
145,96,6,54
146,25,4,54
147,10,7,54
148,99,8,55
149,61,1,55
150,52,4,55
151,23,7,56
152,57,8,56
153,59,9,56
154,58,3,56
155,77,3,57
156,45,1,57
157,87,6,57
158,38,7,57
159,10,9,57
160,37,8,58
161,79,3,58
162,98,7,58
163,93,6,58
164,73,4,59
165,26,1,59
166,54,6,59
167,34,6,60
168,60,2,60
169,31,10,60
170,72,5,60
171,78,7,61
172,32,10,61
173,43,8,61
174,5,1,61
175,15,3,61
176,48,10,62
177,46,10,62
178,77,2,62
179,18,9,62
180,83,4,62
181,67,3,63
182,44,1,63
183,65,10,64
184,59,9,64
185,23,5,64
186,55,6,65
187,26,9,65
188,75,8,65
189,76,6,65
190,57,9,65
191,59,3,66
192,8,3,66
193,45,6,66
194,30,6,67
195,18,2,68
196,94,5,68
197,46,2,68
198,55,10,69
199,20,10,69
200,64,6,69
201,52,4,69
202,72,7,69
203,8,1,70
204,12,7,71
205,49,10,71
206,54,2,72
207,97,2,73
208,42,8,73
209,2,8,73
210,89,1,73
211,67,1,74
212,56,4,74
213,76,6,74
214,54,4,74
215,100,8,74
216,57,6,75
217,12,1,75
218,71,10,76
219,74,10,77
220,6,10,77
221,1,3,78
222,55,4,78
223,89,9,78
224,10,7,78
225,46,4,78
226,13,10,79
227,33,5,79
228,94,2,79
229,5,8,80
230,66,9,80
231,46,10,81
232,71,4,82
233,40,3,82
234,45,3,82
235,42,5,83
236,83,1,83
237,87,9,83
238,49,6,83
239,29,4,84
240,1,2,84
241,22,1,84
242,3,5,84
243,94,1,85
244,19,5,85
245,68,7,85
246,1,2,86
247,18,7,86
248,15,5,86
249,29,7,86
250,73,9,87
251,2,5,87
252,5,3,87
253,41,8,87
254,65,7,88
255,29,7,88
256,18,2,88
257,68,4,89
258,90,1,89
259,40,2,89
260,23,9,90
261,72,9,90
262,32,5,90
263,45,3,91
264,54,1,91
265,7,7,92
266,23,4,92
267,55,8,92
268,15,9,92
269,95,2,92
270,62,9,93
271,86,8,93
272,58,8,93
273,65,10,93
274,42,2,93
275,65,9,94
276,49,8,94
277,35,3,94
278,97,9,95
279,73,7,95
280,23,4,95
281,69,1,95
282,85,10,95
283,16,7,96
284,82,5,96
285,99,9,96
286,66,7,97
287,60,2,97
288,100,4,97
289,75,1,98
290,1,1,98
291,54,7,98
292,90,7,98
293,11,1,99
294,81,2,99
295,65,9,99
296,7,4,100
297,9,9,100
298,43,6,100
299,99,5,100
300,42,8,101
301,64,8,101
302,27,7,101
303,54,4,102
304,51,10,102
305,1,2,102
306,83,9,102
307,13,3,102
308,23,9,103
309,1,1,103
310,4,10,104
311,98,3,104
312,9,2,104
313,77,9,104
314,28,1,105
315,61,5,105
316,69,9,105
317,7,1,105
318,25,4,105
319,24,6,106
320,4,8,107
321,6,1,107
322,21,2,108
323,64,5,108
324,55,4,109
325,54,1,109
326,82,4,109
327,84,3,109
328,23,10,109
329,79,8,110
330,19,5,110
331,69,7,110
332,87,5,110
333,97,2,111
334,39,9,111
335,12,5,112
336,76,6,113
337,62,2,114
338,25,1,114
339,63,10,115
340,62,2,115
341,2,7,115
342,44,3,116
343,2,10,117
344,44,5,117
345,64,5,118
346,74,7,118
347,13,10,118
348,98,5,119
349,25,6,120
350,77,4,120
351,89,4,120
352,71,8,120
353,79,9,120
354,13,5,121
355,65,7,121
356,9,9,121
357,56,1,121
358,30,9,122
359,90,2,122
360,10,2,122
361,89,6,123
362,96,9,123
363,85,3,124
364,87,3,124
365,43,7,124
366,66,10,125
367,81,9,125
368,1,1,125
369,69,1,125
370,86,3,126
371,50,7,126
372,45,8,126
373,40,3,126
374,59,5,126
375,77,7,127
376,32,8,128
377,71,10,128
378,25,2,129
379,94,9,129
380,50,2,129
381,50,3,130
382,39,4,131
383,30,8,131
384,54,10,131
385,36,3,131
386,32,6,131
387,47,1,132
388,14,9,132
389,49,6,132
390,56,1,132
391,25,2,132
392,29,6,133
393,98,5,133
394,66,1,133
395,36,6,133
396,35,4,133
397,60,8,134
398,98,6,134
399,71,2,134
400,38,2,134
401,40,3,134
402,1,6,135
403,53,2,135
404,87,9,135
405,60,1,135
406,38,8,136
407,74,7,136
408,58,8,136
409,93,1,136
410,63,7,136
411,53,5,137
412,48,3,138
413,16,1,138
414,26,7,138
415,15,8,138
416,57,8,138
417,9,1,139
418,53,6,139
419,3,10,140
420,55,9,140
421,64,4,141
422,44,5,141
423,1,1,141
424,29,2,141
425,17,9,142
426,64,8,143
427,76,8,143
428,74,5,143
429,50,7,143
430,30,1,144
431,31,10,144
432,51,10,144
433,94,10,144
434,91,6,145
435,67,1,145
436,62,3,146
437,84,5,146
438,100,8,146
439,91,10,147
440,68,7,147
441,50,6,148
442,47,8,148
443,97,4,149
444,5,6,149
445,99,9,149
446,85,1,149
447,4,4,149
448,25,4,150
449,100,10,150
450,83,8,150
451,73,4,151
452,20,2,151
453,80,9,151
454,17,6,152
455,19,5,152
456,48,4,152
457,6,6,153
458,30,4,154
459,91,10,154
460,55,6,155
461,34,2,155
462,89,2,156
463,98,6,157
464,81,7,157
465,82,9,157
466,88,1,158
467,45,4,158
468,23,3,159
469,100,1,159
470,48,2,159
471,31,5,159
472,34,6,160
473,77,5,160
474,86,6,160
475,79,6,160
476,22,10,160
477,91,1,161
478,41,4,161
479,78,3,162
480,82,6,162
481,44,9,163
482,12,6,164
483,75,2,164
484,68,10,164
485,83,10,164
486,15,10,164
487,47,9,165
488,3,8,165
489,61,9,165
490,28,3,166
491,66,4,166
492,31,4,166
493,25,1,167
494,78,7,167
495,75,8,168
496,9,4,169
497,17,7,169
498,6,5,169
499,27,10,169
500,80,3,169
501,21,1,170
502,32,6,170
503,38,8,171
504,73,3,172
505,65,9,172
506,30,5,173
